# utc,dec,hex
36276335,16281201,0xF86E71
36288802,16243056,0xF7D970
36301269,16227703,0xF79D77
36313736,16234456,0xF7B7D8
36326203,16257871,0xF8134F
36338670,16288252,0xF889FC
36351137,16316361,0xF8F7C9
36363605,16337144,0xF948F8
36376073,16349835,0xF97A8B
36388540,16357506,0xF99882
36401007,16364409,0xF9B379
36413474,16376828,0xF9E3FC
36425941,16404909,0xFA51AD
36438407,16458930,0xFB24B2
36450874,16537403,0xFC573B
36463340,16624694,0xFDAC36
36475808,16705051,0xFEE61B
36488275,16754916,0xFFA8E4
36500743,16768563,0xFFDE33
36513211,16772252,0xFFEC9C
36525678,16774665,0xFFF609
36538145,16776214,0xFFFC16
36550611,16776565,0xFFFD75
36563078,16775442,0xFFF912
36575544,16772775,0xFFEEA7
36588011,16765442,0xFFD202
36600477,16723563,0xFF2E6B
36612944,16626974,0xFDB51E
36625411,16526703,0xFC2D6F
36637878,16448820,0xFAFD34
36650344,16393363,0xFA2493
36662810,16354310,0xF98C06
36675277,16323489,0xF913A1
36687743,16293606,0xF89EE6
36700210,16261431,0xF82137
36712678,16227990,0xF79E96
36725145,16197527,0xF72797
36737612,16176210,0xF6D452
36750078,16168653,0xF6B6CD
36762544,16175000,0xF6CF98
36775010,16192387,0xF71383
36787476,16218684,0xF77A3C
36799941,16253567,0xF8027F
36812409,16298350,0xF8B16E
36824876,16358195,0xF99B33
36837343,16449578,0xFB002A
36849811,16592181,0xFD2D35
36862278,16729984,0xFF4780
36874745,16772375,0xFFED17
36887212,348,0x15C
36899679,2069,0x815
36912147,2224,0x8B0
36924614,1603,0x643
36937081,874,0x36A
36949548,397,0x18D
36962016,148,0x94
36974483,16777211,0xFFFFFB
36986950,16777118,0xFFFF9E
36999416,16777007,0xFFFF2F
37011883,16776734,0xFFFE1E
37024350,16776223,0xFFFC1F
37036817,16775586,0xFFF9A2
37049283,16774981,0xFFF745
37061750,16774538,0xFFF58A
37074218,16774347,0xFFF4CB
37086685,16774488,0xFFF558
37099151,16774979,0xFFF743
37111618,16775612,0xFFF9BC
37124086,16776143,0xFFFBCF
37136554,16776396,0xFFFCCC
37149021,16776357,0xFFFCA5
37161488,16776040,0xFFFB68
37173954,16775565,0xFFF98D
37186422,16775072,0xFFF7A0
37198889,16774639,0xFFF5EF
37211356,16774310,0xFFF4A6
37223823,16774079,0xFFF3BF
37236291,16773940,0xFFF334
37248759,16773933,0xFFF32D
37261227,16774080,0xFFF3C0
37273694,16774267,0xFFF47B
37286161,16774392,0xFFF4F8
37298628,16774391,0xFFF4F7
37311096,16774294,0xFFF496
37323563,16774173,0xFFF41D
37336030,16774064,0xFFF3B0
37348496,16773939,0xFFF333
37360963,16773752,0xFFF278
37373430,16773489,0xFFF171
37385897,16773190,0xFFF046
37398364,16773011,0xFFEF93
37410830,16772976,0xFFEF70
37423298,16772967,0xFFEF67
37435765,16772896,0xFFEF20
37448232,16772717,0xFFEE6D
37460699,16772374,0xFFED16
37473166,16771789,0xFFEACD
37485633,16771122,0xFFE832
37498100,16770573,0xFFE60D
37510567,16770074,0xFFE41A
37523035,16769689,0xFFE299
37535502,16769274,0xFFE0FA
37547969,16768785,0xFFDF11
37560436,16768302,0xFFDD2E
37572902,16767865,0xFFDB79
37585369,16767554,0xFFDA42
37597837,16767313,0xFFD951
37610303,16767052,0xFFD84C
37622771,16766761,0xFFD729
37635238,16766424,0xFFD5D8
37647705,16766083,0xFFD483
37660173,16765772,0xFFD34C
37672641,16765505,0xFFD241
37685108,16765280,0xFFD160
37697576,16765087,0xFFD09F
37710044,16764924,0xFFCFFC
37722512,16764771,0xFFCF63
37734979,16764608,0xFFCEC0
37747447,16764445,0xFFCE1D
37759914,16764328,0xFFCDA8
37772381,16764261,0xFFCD65
37784849,16764234,0xFFCD4A
37797317,16764191,0xFFCD1F
37809785,16764110,0xFFCCCE
37822254,16763997,0xFFCC5D
37834723,16763866,0xFFCBDA
37847191,16763715,0xFFCB43
37859659,16763562,0xFFCAAA
37872127,16763419,0xFFCA1B
37884595,16763346,0xFFC9D2
37897063,16763365,0xFFC9E5
37909531,16763406,0xFFCA0E
37921998,16763431,0xFFCA27
37934466,16763448,0xFFCA38
37946934,16763531,0xFFCA8B
37959403,16763674,0xFFCB1A
37971871,16763817,0xFFCBA9
37984339,16763892,0xFFCBF4
37996806,16763883,0xFFCBEB
38009273,16763790,0xFFCB8E
38021741,16763629,0xFFCAED
38034207,16763404,0xFFCA0C
38046675,16763215,0xFFC94F
38059142,16763152,0xFFC910
38071609,16763179,0xFFC92B
38084075,16763200,0xFFC940
38096543,16763147,0xFFC90B
38109010,16763056,0xFFC8B0
38121477,16762985,0xFFC869
38133944,16762920,0xFFC828
38146411,16762853,0xFFC7E5
38158878,16762794,0xFFC7AA
38171344,16762803,0xFFC7B3
38183811,16762990,0xFFC86E
38196278,16763329,0xFFC9C1
38208746,16763672,0xFFCB18
38221213,16763951,0xFFCC2F
38233680,16764142,0xFFCCEE
38246147,16764285,0xFFCD7D
38258614,16764392,0xFFCDE8
38271081,16764495,0xFFCE4F
38283550,16764640,0xFFCEE0
38296018,16764809,0xFFCF89
38308487,16764990,0xFFD03E
38320956,16765159,0xFFD0E7
38333424,16765304,0xFFD178
38345892,16765419,0xFFD1EB
38358361,16765532,0xFFD25C
38370829,16765685,0xFFD2F5
38383297,16765874,0xFFD3B2
38395766,16766081,0xFFD481
38408235,16766278,0xFFD546
38420704,16766459,0xFFD5FB
38433171,16766650,0xFFD6BA
38445640,16766849,0xFFD781
38458108,16767060,0xFFD854
38470576,16767295,0xFFD93F
38483045,16767536,0xFFDA30
38495513,16767805,0xFFDB3D
38507980,16768048,0xFFDC30
38520448,16768317,0xFFDD3D
38532915,16768536,0xFFDE18
38545383,16768763,0xFFDEFB
38557850,16768956,0xFFDFBC
38570318,16769185,0xFFE0A1
38582785,16769354,0xFFE14A
38595253,16769557,0xFFE215
38607721,16769704,0xFFE2A8
38620188,16769873,0xFFE351
38632656,16770054,0xFFE406
38645123,16770225,0xFFE4B1
38657590,16770460,0xFFE59C
38670057,16770639,0xFFE64F
38682524,16770824,0xFFE708
38694992,16771007,0xFFE7BF
38707460,16771118,0xFFE82E
38719928,16771299,0xFFE8E3
38732396,16771458,0xFFE982
38744863,16771557,0xFFE9E5
38757330,16771712,0xFFEA80
38769798,16771889,0xFFEB31
38782266,16772012,0xFFEBAC
38794734,16772157,0xFFEC3D
38807202,16772334,0xFFECEE
38819670,16772425,0xFFED49
38832138,16772512,0xFFEDA0
38844606,16772681,0xFFEE49
38857074,16772844,0xFFEEEC
38869541,16772941,0xFFEF4D
38882008,16773048,0xFFEFB8
38894475,16773233,0xFFF071
38906942,16773416,0xFFF128
38919410,16773553,0xFFF1B1
38931877,16773630,0xFFF1FE
38944345,16773737,0xFFF269
38956812,16773902,0xFFF30E
38969280,16774073,0xFFF3B9
38981749,16774194,0xFFF432
38994216,16774283,0xFFF48B
39006683,16774382,0xFFF4EE
39019150,16774525,0xFFF57D
39031616,16774700,0xFFF62C
39044083,16774879,0xFFF6DF
39056550,16775024,0xFFF770
39069018,16775131,0xFFF7DB
39081485,16775220,0xFFF834
39093953,16775307,0xFFF88B
39106421,16775434,0xFFF90A
39118889,16775599,0xFFF9AF
39131357,16775774,0xFFFA5E
39143825,16775935,0xFFFAFF
39156293,16776080,0xFFFB90
39168760,16776221,0xFFFC1D
39181228,16776342,0xFFFC96
39193696,16776457,0xFFFD09
39206164,16776554,0xFFFD6A
39218632,16776651,0xFFFDCB
39231098,16776748,0xFFFE2C
39243565,16776867,0xFFFEA3
39256032,16776980,0xFFFF14
39268498,16777111,0xFFFF97
39280965,24,0x18
39293431,147,0x93
39305897,274,0x112
39318363,417,0x1A1
39330830,554,0x22A
39343297,693,0x2B5
39355764,828,0x33C
39368231,951,0x3B7
39380700,1056,0x420
39393168,1175,0x497
39405637,1290,0x50A
39418105,1411,0x583
39430573,1526,0x5F6
39443042,1647,0x66F
39455509,1780,0x6F4
39467977,1919,0x77F
39480445,2062,0x80E
39492914,2213,0x8A5
39505381,2336,0x920
39517849,2419,0x973
39530318,2494,0x9BE
39542786,2591,0xA1F
39555254,2724,0xAA4
39567722,2877,0xB3D
39580189,3026,0xBD2
39592657,3145,0xC49
39605124,3242,0xCAA
39617592,3355,0xD1B
39630060,3506,0xDB2
39642527,3673,0xE59
39654995,3794,0xED2
39667463,3881,0xF29
39679931,3990,0xF96
39692398,4151,0x1037
39704866,4298,0x10CA
39717335,4387,0x1123
39729803,4492,0x118C
39742271,4671,0x123F
39754738,4844,0x12EC
39767205,4983,0x1377
39779673,5148,0x141C
39792140,5329,0x14D1
39804608,5446,0x1546
39817075,5575,0x15C7
39829543,5770,0x168A
39842011,5913,0x1719
39854478,6052,0x17A4
39866946,6247,0x1867
39879414,6384,0x18F0
39891883,6543,0x198F
39904351,6734,0x1A4E
39916819,6859,0x1ACB
39929287,7058,0x1B92
39941755,7241,0x1C49
39954223,7410,0x1CF2
39966691,7607,0x1DB7
39979158,7754,0x1E4A
39991626,7967,0x1F1F
40004094,8148,0x1FD4
40016563,8371,0x20B3
40029030,8566,0x2176
40041496,8797,0x225D
40053963,9004,0x232C
40066431,9251,0x2423
40078898,9474,0x2502
40091365,9725,0x25FD
40103832,9956,0x26E4
40116299,10235,0x27FB
40128767,10516,0x2914
40141235,10819,0x2A43
40153702,11144,0x2B88
40166170,11497,0x2CE9
40178637,11908,0x2E84
40191105,12365,0x304D
40203573,12822,0x3216
40216041,13297,0x33F1
40228508,13794,0x35E2
40240976,14349,0x380D
40253444,14996,0x3A94
40265912,15755,0x3D8B
40278380,16628,0x40F4
40290848,17609,0x44C9
40303316,18710,0x4916
40315784,19967,0x4DFF
40328251,21378,0x5382
40340719,22981,0x59C5
40353187,24794,0x60DA
40365654,26769,0x6891
40378122,28940,0x710C
40390590,31421,0x7ABD
40403059,34274,0x85E2
40415527,37423,0x922F
40427994,40652,0x9ECC
40440461,43755,0xAAEB
40452929,46624,0xB620
40465395,49211,0xC03B
40477862,51420,0xC8DC
40490330,53211,0xCFDB
40502798,54756,0xD5E4
40515265,56295,0xDBE7
40527733,57948,0xE25C
40540201,59759,0xE96F
40552668,61718,0xF116
40565137,63989,0xF9F5
40577605,66658,0x10462
40590073,69581,0x10FCD
40602542,72632,0x11BB8
40615010,75743,0x127DF
40627478,78824,0x133E8
40639946,81817,0x13F99
40652414,84780,0x14B2C
40664883,87813,0x15705
40677351,90810,0x162BA
40689819,93591,0x16D97
40702287,95980,0x176EC
40714755,98123,0x17F4B
40727222,100372,0x18814
40739690,102867,0x191D3
40752157,105516,0x19C2C
40764625,108221,0x1A6BD
40777092,110922,0x1B14A
40789560,113683,0x1BC13
40802028,116486,0x1C706
40814495,119167,0x1D17F
40826963,121588,0x1DAF4
40839431,123761,0x1E371
40851898,125742,0x1EB2E
40864366,127553,0x1F241
40876835,129102,0x1F84E
40889302,130381,0x1FD4D
40901769,131568,0x201F0
40914237,132919,0x20737
40926705,134592,0x20DC0
40939172,136615,0x215A7
40951639,138998,0x21EF6
40964107,141681,0x22971
40976574,144486,0x23466
40989042,147223,0x23F17
41001509,149778,0x24912
41013977,152215,0x25297
41026445,154618,0x25BFA
41038913,156987,0x2653B
41051381,159264,0x26E20
41063849,161445,0x276A5
41076317,163604,0x27F14
41088783,165787,0x2879B
41101251,167932,0x28FFC
41113719,170063,0x2984F
41126187,172186,0x2A09A
41138655,174221,0x2A88D
41151124,176136,0x2B008
41163593,178031,0x2B76F
41176060,180052,0x2BF54
41188527,182129,0x2C771
41200995,184086,0x2CF16
41213464,185871,0x2D60F
41225931,187496,0x2DC68
41238399,188927,0x2E1FF
41250866,190032,0x2E650
41263334,190809,0x2E959
41275802,191546,0x2EC3A
41288269,192607,0x2F05F
41300737,194034,0x2F5F2
41313205,195557,0x2FBE5
41325672,196998,0x30186
41338140,198469,0x30745
41350607,200002,0x30D42
41363074,201473,0x31301
41375541,202772,0x31814
41388008,203927,0x31C97
41400476,204954,0x3209A
41412944,205833,0x32409
41425412,206682,0x3275A
41437879,207677,0x32B3D
41450346,209078,0x330B6
41462813,210957,0x3380D
41475281,212988,0x33FFC
41487748,214821,0x34725
41500215,216218,0x34C9A
41512683,217095,0x35007
41525150,217660,0x3523C
41537617,218281,0x354A9
41550084,219080,0x357C8
41562552,220041,0x35B89
41575019,220998,0x35F46
41587487,221703,0x36207
41599954,222058,0x3636A
41612421,222175,0x363DF
41624889,222342,0x36486
41637357,222673,0x365D1
41649824,223038,0x3673E
41662291,223349,0x36875
41674758,223694,0x369CE
41687225,224289,0x36C21
41699692,225214,0x36FBE
41712159,226195,0x37393
41724626,226932,0x37674
41737093,227327,0x377FF
41749561,227496,0x378A8
41762028,227605,0x37915
41774495,227768,0x379B8
41786961,228031,0x37ABF
41799427,228382,0x37C1E
41811893,228785,0x37DB1
41824359,229210,0x37F5A
41836826,229697,0x38141
41849293,230256,0x38370
41861760,230691,0x38523
41874228,230794,0x3858A
41886695,230617,0x384D9
41899162,230334,0x383BE
41911629,230059,0x382AB
41924096,229820,0x381BC
41936563,229623,0x380F7
41949031,229432,0x38038
41961498,229169,0x37F31
41973965,228718,0x37D6E
41986433,228063,0x37ADF
41998901,227370,0x3782A
42011368,226841,0x37619
42023837,226584,0x37518
42036304,226525,0x374DD
42048772,226506,0x374CA
42061240,226399,0x3745F
42073708,226230,0x373B6
42086175,226115,0x37343
42098642,225946,0x3729A
42111109,225539,0x37103
42123577,224762,0x36DFA
42136045,223743,0x369FF
42148513,222724,0x36604
42160980,221837,0x3628D
42173448,221064,0x35F88
42185915,220417,0x35D01
42198382,219828,0x35AB4
42210849,219189,0x35835
42223317,218410,0x3552A
42235784,217569,0x351E1
42248252,216866,0x34F22
42260719,216419,0x34D63
42273185,216034,0x34BE2
42285653,215289,0x348F9
42298120,213958,0x343C6
42310587,212291,0x33D43
42323056,210812,0x3377C
42335524,209953,0x33421
42347992,209720,0x33338
42360459,209753,0x33359
42372926,209582,0x332AE
42385394,208987,0x3305B
42397862,208034,0x32CA2
42410331,206929,0x32851
42422798,205876,0x32434
42435265,204981,0x320B5
42447733,204214,0x31DB6
42460201,203541,0x31B15
42472669,202780,0x3181C
42485137,201797,0x31445
42497605,200576,0x30F80
42510073,199203,0x30A23
42522542,198004,0x30574
42535009,197229,0x3026D
42547477,196764,0x3009C
42559944,196219,0x2FE7B
42572413,195228,0x2FA9C
42584881,193691,0x2F49B
42597350,191910,0x2EDA6
42609818,190295,0x2E757
42622286,189008,0x2E250
42634755,188011,0x2DE6B
42647224,187204,0x2DB44
42659693,186647,0x2D917
42672161,186338,0x2D7E2
42684629,186001,0x2D691
42697097,185278,0x2D3BE
42709566,184115,0x2CF33
42722034,182716,0x2C9BC
42734502,181313,0x2C441
42746969,180036,0x2BF44
42759438,178881,0x2BAC1
42771906,177696,0x2B620
42784373,176401,0x2B111
42796842,175030,0x2ABB6
42809311,173653,0x2A655
42821778,172338,0x2A132
42834245,171139,0x29C83
42846713,169984,0x29800
42859181,168781,0x2934D
42871650,167596,0x28EAC
42884118,166461,0x28A3D
42896585,165354,0x285EA
42909053,164201,0x28169
42921520,162866,0x27C32
42933987,161157,0x27585
42946454,159012,0x26D24
42958922,156849,0x264B1
42971389,155264,0x25E80
42983856,154303,0x25ABF
42996323,153502,0x2579E
43008790,152361,0x25329
43021257,150736,0x24CD0
43033725,148921,0x245B9
43046192,147326,0x23F7E
43058660,146067,0x23A93
43071127,145010,0x23672
43083595,144009,0x23289
43096063,142940,0x22E5C
43108532,141773,0x229CD
43121000,140540,0x224FC
43133469,139217,0x21FD1
43145938,137684,0x219D4
43158406,135919,0x212EF
43170873,134000,0x20B70
43183340,132279,0x204B7
43195808,131020,0x1FFCC
43208276,130147,0x1FC63
43220744,129374,0x1F95E
43233212,128447,0x1F5BF
43245680,127284,0x1F134
43258148,125861,0x1EBA5
43270616,124298,0x1E58A
43283084,122723,0x1DF63
43295553,121224,0x1D988
43308022,119807,0x1D3FF
43320491,118520,0x1CEF8
43332960,117401,0x1CA99
43345429,116344,0x1C678
43357899,115233,0x1C221
43370367,113970,0x1BD32
43382836,112593,0x1B7D1
43395304,111206,0x1B266
43407773,109789,0x1ACDD
43420241,108224,0x1A6C0
43432710,106487,0x19FF7
43445178,104794,0x1995A
43457646,103357,0x193BD
43470115,102180,0x18F24
43482583,101011,0x18A93
43495051,99698,0x18572
43507519,98181,0x17F85
43519988,96564,0x17934
43532456,95031,0x17337
43544924,93740,0x16E2C
43557393,92715,0x16A2B
43569861,91724,0x1664C
43582330,90587,0x161DB
43594799,89298,0x15CD2
43607267,87993,0x157B9
43619735,86694,0x152A6
43632203,85369,0x14D79
43644671,84016,0x14830
43657139,82605,0x142AD
43669609,81202,0x13D32
43682077,79937,0x13841
43694547,78744,0x13398
43707015,77573,0x12F05
43719484,76400,0x12A70
43731952,75323,0x1263B
43744420,74374,0x12286
43756887,73397,0x11EB5
43769356,72160,0x119E0
43781825,70615,0x113D7
43794293,68846,0x10CEE
43806761,67089,0x10611
43819229,65472,0xFFC0
43831697,64091,0xFA5B
43844165,63054,0xF64E
43856632,62315,0xF36B
43869099,61556,0xF074
43881566,60585,0xECA9
43894034,59386,0xE7FA
43906502,58129,0xE311
43918969,56948,0xDE74
43931437,55835,0xDA1B
43943904,54748,0xD5DC
43956371,53639,0xD187
43968839,52606,0xCD7E
43981307,51761,0xCA31
43993775,51080,0xC788
44006243,50323,0xC493
44018711,49288,0xC088
44031178,48059,0xBBBB
44043646,46792,0xB6C8
44056114,45581,0xB20D
44068582,44464,0xADB0
44081049,43461,0xA9C5
44093516,42598,0xA666
44105982,41795,0xA343
44118449,40914,0x9FD2
44130915,39987,0x9C33
44143382,39114,0x98CA
44155848,38335,0x95BF
44168316,37580,0x92CC
44180783,36765,0x8F9D
44193250,35830,0x8BF6
44205717,34799,0x87EF
44218184,33666,0x8382
44230652,32545,0x7F21
44243119,31480,0x7AF8
44255587,30347,0x768B
44268055,29096,0x71A8
44280523,27829,0x6CB5
44292989,26702,0x684E
44305457,25817,0x64D9
44317924,25146,0x623A
44330392,24587,0x600B
44342859,24086,0x5E16
44355327,23611,0x5C3B
44367794,23084,0x5A2C
44380262,22471,0x57C7
44392730,21806,0x552E
44405198,21165,0x52AD
44417666,20552,0x5048
44430135,19999,0x4E1F
44442603,19484,0x4C1C
44455071,19035,0x4A5B
44467538,18698,0x490A
44480005,18465,0x4821
44492472,18298,0x477A
44504939,18123,0x46CB
44517406,17874,0x45D2
44529874,17533,0x447D
44542342,17130,0x42EA
44554809,16751,0x416F
44567275,16438,0x4036
44579741,16163,0x3F23
44592209,15928,0x3E38
44604676,15741,0x3D7D
44617144,15562,0x3CCA
44629611,15363,0x3C03
44642078,15116,0x3B0C
44654545,14837,0x39F5
44667012,14570,0x38EA
44679479,14329,0x37F9
44691946,14118,0x3726
44704414,13925,0x3665
44716881,13716,0x3594
44729349,13485,0x34AD
44741816,13230,0x33AE
44754284,12971,0x32AB
44766751,12708,0x31A4
44779218,12489,0x30C9
44791686,12320,0x3020
44804153,12195,0x2FA3
44816620,12104,0x2F48
44829087,12023,0x2EF7
44841554,11916,0x2E8C
44854021,11795,0x2E13
44866489,11666,0x2D92
44878957,11523,0x2D03
44891426,11372,0x2C6C
44903894,11235,0x2BE3
44916362,11082,0x2B4A
44928831,10957,0x2ACD
44941298,10862,0x2A6E
44953766,10765,0x2A0D
44966233,10690,0x29C2
44978700,10605,0x296D
44991167,10498,0x2902
45003634,10407,0x28A7
45016102,10306,0x2842
45028569,10233,0x27F9
45041037,10158,0x27AE
45053505,10087,0x2767
45065972,10026,0x272A
45078440,9953,0x26E1
45090908,9886,0x269E
45103376,9793,0x2641
45115843,9708,0x25EC
45128311,9605,0x2585
45140778,9508,0x2524
45153246,9415,0x24C7
45165714,9314,0x2462
45178182,9225,0x2409
45190650,9138,0x23B2
45203118,9083,0x237B
45215587,9014,0x2336
45228055,8973,0x230D
45240524,8874,0x22AA
45252993,8789,0x2255
45265461,8682,0x21EA
45277928,8641,0x21C1
45290396,8576,0x2180
45302864,8533,0x2155
45315332,8448,0x2100
45327800,8391,0x20C7
45340268,8304,0x2070
45352734,8257,0x2041
45365202,8180,0x1FF4
45377670,8107,0x1FAB
45390137,8032,0x1F60
45402605,7945,0x1F09
45415074,7872,0x1EC0
45427542,7767,0x1E57
45440010,7702,0x1E16
45452478,7619,0x1DC3
45464946,7584,0x1DA0
45477414,7505,0x1D51
45489882,7456,0x1D20
45502350,7391,0x1CDF
45514818,7324,0x1C9C
45527286,7317,0x1C95
45539753,7266,0x1C62
45552220,7267,0x1C63
45564688,7202,0x1C22
45577155,7145,0x1BE9
45589623,7108,0x1BC4
45602091,7031,0x1B77
45614559,7020,0x1B6C
45627027,6953,0x1B29
45639494,6910,0x1AFE
45651963,6889,0x1AE9
45664431,6804,0x1A94
45676898,6787,0x1A83
45689365,6724,0x1A44
45701832,6671,0x1A0F
45714300,6656,0x1A00
45726769,6577,0x19B1
45739236,6550,0x1996
45751704,6507,0x196B
45764171,6428,0x191C
45776638,6421,0x1915
45789106,6356,0x18D4
45801574,6305,0x18A1
45814042,6296,0x1898
45826509,6207,0x183F
45838977,6160,0x1810
45851445,6143,0x17FF
45863913,6060,0x17AC
45876381,6027,0x178B
45888849,5994,0x176A
45901317,5903,0x170F
45913785,5860,0x16E4
45926253,5819,0x16BB
45938721,5728,0x1660
45951188,5691,0x163B
45963656,5644,0x160C
45976124,5541,0x15A5
45988593,5496,0x1578
46001062,5477,0x1565
46013529,5364,0x14F4
46025998,5287,0x14A7
46038467,5260,0x148C
46050936,5161,0x1429
46063405,5058,0x13C2
46075873,5047,0x13B7
46088341,4998,0x1386
46100810,4901,0x1325
46113279,4838,0x12E6
46125748,4805,0x12C5
46138216,4686,0x124E
46150684,4551,0x11C7
46163152,4502,0x1196
46175620,4451,0x1163
46188087,4344,0x10F8
46200554,4243,0x1093
46213022,4220,0x107C
46225489,4191,0x105F
46237957,4088,0xFF8
46250425,3979,0xF8B
46262893,3926,0xF56
46275362,3901,0xF3D
46287830,3824,0xEF0
46300298,3711,0xE7F
46312767,3624,0xE28
46325236,3593,0xE09
46337704,3562,0xDEA
46350172,3467,0xD8B
46362640,3354,0xD1A
46375107,3271,0xCC7
46387574,3238,0xCA6
46400041,3215,0xC8F
46412509,3144,0xC48
46424976,3035,0xBDB
46437444,2944,0xB80
46449911,2891,0xB4B
46462377,2858,0xB2A
46474845,2833,0xB11
46487311,2774,0xAD6
46499778,2675,0xA73
46512246,2586,0xA1A
46524713,2527,0x9DF
46537181,2498,0x9C2
46549648,2487,0x9B7
46562116,2462,0x99E
46574583,2399,0x95F
46587052,2306,0x902
46599519,2213,0x8A5
46611987,2130,0x852
46624455,2083,0x823
46636922,2054,0x806
46649389,2029,0x7ED
46661856,1996,0x7CC
46674324,1945,0x799
46686792,1868,0x74C
46699259,1795,0x703
46711727,1718,0x6B6
46724194,1655,0x677
46736661,1618,0x652
46749128,1597,0x63D
46761595,1578,0x62A
46774062,1545,0x609
46786529,1510,0x5E6
46798996,1461,0x5B5
46811464,1398,0x576
46823931,1329,0x531
46836399,1258,0x4EA
46848867,1197,0x4AD
46861335,1136,0x470
46873802,1093,0x445
46886270,1066,0x42A
46898738,1049,0x419
46911205,1030,0x406
46923673,999,0x3E7
46936141,954,0x3BA
46948610,913,0x391
46961077,870,0x366
46973545,839,0x347
46986012,806,0x326
46998480,759,0x2F7
47010948,708,0x2C4
47023416,657,0x291
47035884,586,0x24A
47048352,517,0x205
47060820,446,0x1BE
47073287,393,0x189
47085755,342,0x156
47098223,283,0x11B
47110691,218,0xDA
47123159,165,0xA5
47135626,116,0x74
47148093,77,0x4D
47160561,20,0x14
47173029,16777171,0xFFFFD3
47185497,16777098,0xFFFF8A
47197964,16777017,0xFFFF39
47210432,16776918,0xFFFED6
47222899,16776815,0xFFFE6F
47235366,16776686,0xFFFDEE
47247834,16776553,0xFFFD69
47260301,16776404,0xFFFCD4
47272769,16776287,0xFFFC5F
47285237,16776216,0xFFFC18
47297706,16776149,0xFFFBD5
47310174,16776082,0xFFFB92
47322642,16776027,0xFFFB5B
47335110,16775958,0xFFFB16
47347579,16775899,0xFFFADB
47360048,16775854,0xFFFAAE
47372517,16775825,0xFFFA91
47384986,16775792,0xFFFA70
47397455,16775771,0xFFFA5B
47409923,16775738,0xFFFA3A
47422392,16775717,0xFFFA25
47434861,16775714,0xFFFA22
47447328,16775693,0xFFFA0D
47459797,16775630,0xFFF9CE
47472266,16775511,0xFFF957
47484735,16775394,0xFFF8E2
47497203,16775301,0xFFF885
47509672,16775230,0xFFF83E
47522141,16775221,0xFFF835
47534609,16775302,0xFFF886
47547077,16775553,0xFFF981
47559546,16775968,0xFFFB20
47572014,16776475,0xFFFD1B
47584482,16776926,0xFFFEDE
47596951,39,0x27
47609418,308,0x134
47621886,601,0x259
47634354,956,0x3BC
47646822,1341,0x53D
47659290,1624,0x658
47671758,1675,0x68B
47684226,1416,0x588
47696694,899,0x383
47709163,238,0xEE
47721631,16776809,0xFFFE69
47734100,16776360,0xFFFCA8
47746569,16776291,0xFFFC63
47759038,16776632,0xFFFDB8
47771506,47,0x2F
47783975,772,0x304
47796443,1471,0x5BF
47808912,2136,0x858
47821381,2797,0xAED
47833850,3430,0xD66
47846319,3955,0xF73
47858788,4336,0x10F0
47871256,4699,0x125B
47883725,5062,0x13C6
47896194,5249,0x1481
47908663,5182,0x143E
47921132,4961,0x1361
47933601,4612,0x1204
47946070,4209,0x1071
47958538,3876,0xF24
47971007,3659,0xE4B
47983475,3452,0xD7C
47995944,3191,0xC77
48008412,2890,0xB4A
48020882,2591,0xA1F
48033351,2340,0x924
48045819,2133,0x855
48058288,1954,0x7A2
48070757,1839,0x72F
48083227,1754,0x6DA
48095696,1691,0x69B
48108166,1632,0x660
48120635,1577,0x629
48133104,1518,0x5EE
48145573,1471,0x5BF
48158042,1438,0x59E
48170512,1411,0x583
48182981,1356,0x54C
48195449,1287,0x507
48207919,1210,0x4BA
48220387,1131,0x46B
48232856,1044,0x414
48245324,959,0x3BF
48257793,882,0x372
48270261,803,0x323
48282728,726,0x2D6
48295196,653,0x28D
48307664,584,0x248
48320133,505,0x1F9
48332601,414,0x19E
48345069,319,0x13F
48357538,214,0xD6
48370006,109,0x6D
48382474,14,0xE
48394943,16777127,0xFFFFA7
48407411,16777022,0xFFFF3E
48419880,16776911,0xFFFECF
48432348,16776792,0xFFFE58
48444816,16776675,0xFFFDE3
48457284,16776574,0xFFFD7E
48469753,16776489,0xFFFD29
48482221,16776430,0xFFFCEE
48494689,16776379,0xFFFCBB
48507157,16776314,0xFFFC7A
48519626,16776243,0xFFFC33
48532095,16776186,0xFFFBFA
48544564,16776121,0xFFFBB9
48557032,16776024,0xFFFB58
48569501,16775915,0xFFFAEB
48581969,16775800,0xFFFA78
48594438,16775663,0xFFF9EF
48606906,16775504,0xFFF950
48619374,16775339,0xFFF8AB
48631843,16775130,0xFFF7DA
48644311,16774893,0xFFF6ED
48656780,16774618,0xFFF5DA
48669248,16774323,0xFFF4B3
48681716,16774128,0xFFF3F0
48694185,16774147,0xFFF403
48706653,16774308,0xFFF4A4
48719122,16774497,0xFFF561
48731589,16774610,0xFFF5D2
48744057,16774603,0xFFF5CB
48756525,16774476,0xFFF54C
48768993,16774339,0xFFF4C3
48781461,16774298,0xFFF49A
48793930,16774415,0xFFF50F
48806397,16774634,0xFFF5EA
48818865,16774895,0xFFF6EF
48831333,16775082,0xFFF7AA
48843801,16775165,0xFFF7FD
48856268,16775162,0xFFF7FA
48868735,16775113,0xFFF7C9
48881202,16775064,0xFFF798
48893670,16775035,0xFFF77B
